 Code ; Nom complet ; Altitude ; Accès ; WGS84 Lon D ; WGS84 Lat D 
 PE-AYA-3894 ; Abra Yanamamba ;3894; R1 proche PE-28A ; -74.315322 ; -13.246296 
 PE-AYA-4153 ; Abra Condorcencca ;4153; PE-30A ; -74.319079 ; -14.660993 
 PE-AYA-4180 ; Abra Tocto ;4180; PE-32A ; -74.189061 ; -13.351123 
 PE-AYA-4202 ; Abra Huamina ;4202; PE-35 ; -74.088389 ; -13.355632 
 PE-AYA-4218 ; Abra Tablacruz ;4218; R1 - PE-32 ; -73.930272 ; -14.866007 
 PE-AYA-4247 ; Abra Apacheta de Tambo ;4247; PE-28B ; -74.090525 ; -12.983397 
 PE-AYA-4294 ; Abra Tunzo ;4294; R1 - AY-107 ; -74.441576 ; -13.492924 
 PE-AYA-4355 ; Abra Yauriviri ;4355; PE-30A ; -73.978399 ; -14.640143 
 PE-AYA-4755 ; Abra Apacheta Grande ;4755; PE-24A ; -74.74082 ; -13.358271 
 PE-CAJ-0931 ; Abra Fila Larga ;931; PE-5N ; -78.786826 ; -5.760955 
 PE-CAJ-2670 ; Abra Cruz de Huacaray ;2670; R1 - PE-2B ; -79.327693 ; -5.339119 
 PE-CAJ-3108 ; Abra Pulucana ;3108; PE-08B ; -78.419696 ; -7.15603 
 PE-CAJ-3114 ; Abra Gelig ;3114; PE-08B ; -78.11422 ; -6.876532 
 PE-CAJ-3207 ; Abra Samangay ;3207; R1 - PE-3N ; -78.581273 ; -6.619609 
 PE-CAJ-3234 ; Abra El Gavilán ;3234; PE-8 ; -78.46937 ; -7.246214 
 PE-CAJ-3534 ; Abra Cumbre ;3534; R1 ; -78.555917 ; -7.19638 
 PE-CAJ-3639 ; Abra Pumacama ;3639; R ; -78.03038 ; -7.555669 
 PE-CAJ-3749 ; Abra Comulca ;3749; PE-08B ; -78.259203 ; -7.042444 
 PE-CAJ-3958 ; Abra Coimolac ;3958; PE-3N ; -78.643898 ; -6.77585 
 PE-CUS-2007 ; Abra Cielo Punco ;2007; R1 - PE-28B ; -73.545038 ; -12.791978 
 PE-CUS-2105 ; Boca Santa Ana ;2105; R1 - PE-28B ; -73.502592 ; -12.800082 
