 Code ; Nom complet ; Altitude ; Accès ; WGS84 Lon D ; WGS84 Lat D 
 GB-SCT-0315b ; Windy Gate ;315; R ; -3.49483 ; 56.15231 
 GB-SCT-0315c ; Billhope Hass ;315; Minor road ; -2.88588 ; 55.27089 
 GB-SCT-0315d ; Bealach an Doruis ;315; HS ; -4.87432 ; 56.12381 
 GB-SCT-0315e ; Beul na Bearnadh ;315; HS ; -6.84928 ; 57.87327 
 GB-SCT-0316 ; Bught Hass ;316; R ; -3.76599 ; 55.34681 
 GB-SCT-0318 ; Bealach nam Bo ;318; HS ; -4.45362 ; 56.23563 
 GB-SCT-0319 ; Bealach Gaoith ;319; HS ; -5.14191 ; 56.00896 
 GB-SCT-0321 ; Bealach Clais nan Ceap ;321; HS ; -4.40656 ; 58.4085 
 GB-SCT-0323 ; Bealach na Srèine ;323; S ; -5.01978 ; 55.95608 
 GB-SCT-0325 ; Windy Slack ;325; R ; -2.75898 ; 55.32096 
 GB-SCT-0325a ; Wigg Hass ;325; R ; -2.67239 ; 55.33778 
 GB-SCT-0325b ; Kiddam Hass ;325; R ; -3.2599 ; 55.31664 
 GB-SCT-0325c ; Bealach a’ Chruaidh-ghlinn ;325; HS ; -5.85169 ; 56.04415 
 GB-SCT-0325d ; Bealach Mòr ;325; HS ; -5.94032 ; 56.34631 
 GB-SCT-0325e ; Bealach nan Gall ;325; HS ; -5.5531 ; 55.97785 
 GB-SCT-0325f ; An Cadha ;325; HS ; -4.34449 ; 57.34247 
